filepaths,family,genus,species,serialnumber,clusterID
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Myripristis_Myripristis woodsi_-1609255718.jpg,Holocentridae,Myripristis,woodsi_-1609255718.jpg,Myripristis woodsi,10.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Myripristis_Myripristis tiki_-918597019.jpg,Holocentridae,Myripristis,tiki_-918597019.jpg,Myripristis tiki,10.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Myripristis_Myripristis amaena_-485239458.jpg,Holocentridae,Myripristis,amaena_-485239458.jpg,Myripristis amaena,10.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Myripristis_Myripristis kuntee_-1548610701.jpg,Holocentridae,Myripristis,kuntee_-1548610701.jpg,Myripristis kuntee,10.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Myripristis_Myripristis botche_-28336507.jpg,Holocentridae,Myripristis,botche_-28336507.jpg,Myripristis botche,10.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Ostichthys_Ostichthys sp._-1316868852.jpg,Holocentridae,Ostichthys,sp._-1316868852.jpg,Ostichthys sp.,1.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Neoniphon_Neoniphon aurolineatus_-2139649294.jpg,Holocentridae,Neoniphon,aurolineatus_-2139649294.jpg,Neoniphon aurolineatus,1.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Neoniphon_Neoniphon sammara_-521688708.jpg,Holocentridae,Neoniphon,sammara_-521688708.jpg,Neoniphon sammara,1.0
/Users/shawn/Developer/randall_interested_edited/Holocentridae/Sargocentron_Sargocentron tiere_2024870262.jpg,Holocentridae,Sargocentron,tiere_2024870262.jpg,Sargocentron tiere,1.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge heraldi_-646597725.jpg,Pomacanthidae,Centropyge,heraldi_-646597725.jpg,Centropyge heraldi,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge loriculus_-2136507425.jpg,Pomacanthidae,Centropyge,loriculus_-2136507425.jpg,Centropyge loriculus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge flavissimus_1922645980.jpg,Pomacanthidae,Centropyge,flavissimus_1922645980.jpg,Centropyge flavissimus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge heraldi_-267642518.jpg,Pomacanthidae,Centropyge,heraldi_-267642518.jpg,Centropyge heraldi,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus melanospilos_-1397939631.jpg,Pomacanthidae,Genicanthus,melanospilos_-1397939631.jpg,Genicanthus melanospilos,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus bellus_-475102554.jpg,Pomacanthidae,Genicanthus,bellus_-475102554.jpg,Genicanthus bellus,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge potteri_1089746251.jpg,Pomacanthidae,Centropyge,potteri_1089746251.jpg,Centropyge potteri,4.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pygoplites_Pygoplites diacanthus_401479800.jpg,Pomacanthidae,Pygoplites,diacanthus_401479800.jpg,Pygoplites diacanthus,9.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge eibli_1207236279.jpg,Pomacanthidae,Centropyge,eibli_1207236279.jpg,Centropyge eibli,4.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge flavicauda_1189968978.jpg,Pomacanthidae,Centropyge,flavicauda_1189968978.jpg,Centropyge flavicauda,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge flavicauda_-1547254375.jpg,Pomacanthidae,Centropyge,flavicauda_-1547254375.jpg,Centropyge flavicauda,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus watanabei_1364555095.jpg,Pomacanthidae,Genicanthus,watanabei_1364555095.jpg,Genicanthus watanabei,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus semifasciatus_-544913304.jpg,Pomacanthidae,Genicanthus,semifasciatus_-544913304.jpg,Genicanthus semifasciatus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge heraldi_2135941549.jpg,Pomacanthidae,Centropyge,heraldi_2135941549.jpg,Centropyge heraldi,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus bellus_1696305497.jpg,Pomacanthidae,Genicanthus,bellus_1696305497.jpg,Genicanthus bellus,7.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge aurantius_-1764129014.jpg,Pomacanthidae,Centropyge,aurantius_-1764129014.jpg,Centropyge aurantius,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Chaetodontoplus_Chaetodontoplus duboulayi_1062200581.jpg,Pomacanthidae,Chaetodontoplus,duboulayi_1062200581.jpg,Chaetodontoplus duboulayi,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge colini_-1690500191.jpg,Pomacanthidae,Centropyge,colini_-1690500191.jpg,Centropyge colini,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus imperator_-868044026.jpg,Pomacanthidae,Pomacanthus,imperator_-868044026.jpg,Pomacanthus imperator,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge vrolikii_388967542.jpg,Pomacanthidae,Centropyge,vrolikii_388967542.jpg,Centropyge vrolikii,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus semifasciatus_-1729290849.jpg,Pomacanthidae,Genicanthus,semifasciatus_-1729290849.jpg,Genicanthus semifasciatus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge bispinosus_636818175.jpg,Pomacanthidae,Centropyge,bispinosus_636818175.jpg,Centropyge bispinosus,4.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus asfur_56846682.jpg,Pomacanthidae,Pomacanthus,asfur_56846682.jpg,Pomacanthus asfur,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Genicanthus_Genicanthus watanabei_-220023232.jpg,Pomacanthidae,Genicanthus,watanabei_-220023232.jpg,Genicanthus watanabei,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Holacanthus_Holacanthus arcuatus_1637631416.jpg,Pomacanthidae,Holacanthus,arcuatus_1637631416.jpg,Holacanthus arcuatus,4.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge nox_-1257859819.jpg,Pomacanthidae,Centropyge,nox_-1257859819.jpg,Centropyge nox,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge tibicen_-2069913981.jpg,Pomacanthidae,Centropyge,tibicen_-2069913981.jpg,Centropyge tibicen,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge aurantius_68139203.jpg,Pomacanthidae,Centropyge,aurantius_68139203.jpg,Centropyge aurantius,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pygoplites_Pygoplites diacanthus_210314163.jpg,Pomacanthidae,Pygoplites,diacanthus_210314163.jpg,Pygoplites diacanthus,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus imperator_-1182368555.jpg,Pomacanthidae,Pomacanthus,imperator_-1182368555.jpg,Pomacanthus imperator,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge flavissimus_1774961360.jpg,Pomacanthidae,Centropyge,flavissimus_1774961360.jpg,Centropyge flavissimus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus annularis_-164509108.jpg,Pomacanthidae,Pomacanthus,annularis_-164509108.jpg,Pomacanthus annularis,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Sumireyakko_Sumireyakko venustus_171478792.jpg,Pomacanthidae,Sumireyakko,venustus_171478792.jpg,Sumireyakko venustus,4.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus imperator_-1184094044.jpg,Pomacanthidae,Pomacanthus,imperator_-1184094044.jpg,Pomacanthus imperator,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Centropyge_Centropyge fisheri_1117729528.jpg,Pomacanthidae,Centropyge,fisheri_1117729528.jpg,Centropyge fisheri,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus sp._-713462922.jpg,Pomacanthidae,Pomacanthus,sp._-713462922.jpg,Pomacanthus sp.,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Paracentropyge_Paracentropyge multifasciatus_846638510.jpg,Pomacanthidae,Paracentropyge,multifasciatus_846638510.jpg,Paracentropyge multifasciatus,9.0
/Users/shawn/Developer/randall_interested_edited/Pomacanthidae/Pomacanthus_Pomacanthus semicirculatus_633973922.jpg,Pomacanthidae,Pomacanthus,semicirculatus_633973922.jpg,Pomacanthus semicirculatus,6.0
