filepaths,family,genus,species,serialnumber,clusterID
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis alpha_-330777212.jpg,Pomacentridae,Chromis,alpha_-330777212.jpg,Chromis alpha,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion chrysopterus_-701859469.jpg,Pomacentridae,Amphiprion,chrysopterus_-701859469.jpg,Amphiprion chrysopterus,7.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis viridis_-1449331194.jpg,Pomacentridae,Chromis,viridis_-1449331194.jpg,Chromis viridis,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon leucogaster_1330812040.jpg,Pomacentridae,Amblyglyphidodon,leucogaster_1330812040.jpg,Amblyglyphidodon leucogaster,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion melanopus_-167924800.jpg,Pomacentridae,Amphiprion,melanopus_-167924800.jpg,Amphiprion melanopus,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Cheiloprion_Cheiloprion labiatus_1551785979.jpg,Pomacentridae,Cheiloprion,labiatus_1551785979.jpg,Cheiloprion labiatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera galba_-1585126536.jpg,Pomacentridae,Chrysiptera,galba_-1585126536.jpg,Chrysiptera galba,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis lineata_1235311584.jpg,Pomacentridae,Chromis,lineata_1235311584.jpg,Chromis lineata,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Plectroglyphidodon_Plectroglyphidodon leucozonus_-1234165979.jpg,Pomacentridae,Plectroglyphidodon,leucozonus_-1234165979.jpg,Plectroglyphidodon leucozonus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon flavilatus_-933033715.jpg,Pomacentridae,Amblyglyphidodon,flavilatus_-933033715.jpg,Amblyglyphidodon flavilatus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis dasygenys_1633738380.jpg,Pomacentridae,Chromis,dasygenys_1633738380.jpg,Chromis dasygenys,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon sp._-893950823.jpg,Pomacentridae,Amblyglyphidodon,sp._-893950823.jpg,Amblyglyphidodon sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Plectroglyphidodon_Plectroglyphidodon sindonis_1034791578.jpg,Pomacentridae,Plectroglyphidodon,sindonis_1034791578.jpg,Plectroglyphidodon sindonis,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon flavilatus_-171293366.jpg,Pomacentridae,Amblyglyphidodon,flavilatus_-171293366.jpg,Amblyglyphidodon flavilatus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis xutha_468966783.jpg,Pomacentridae,Chromis,xutha_468966783.jpg,Chromis xutha,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dascyllus_Dascyllus melanurus_1924274196.jpg,Pomacentridae,Dascyllus,melanurus_1924274196.jpg,Dascyllus melanurus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-1712038923.jpg,Pomacentridae,Pomacentrus,sp._-1712038923.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus taeniometopon_759478997.jpg,Pomacentridae,Pomacentrus,taeniometopon_759478997.jpg,Pomacentrus taeniometopon,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis alleni_-1780353818.jpg,Pomacentridae,Chromis,alleni_-1780353818.jpg,Chromis alleni,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion sandaracinos_-867637335.jpg,Pomacentridae,Amphiprion,sandaracinos_-867637335.jpg,Amphiprion sandaracinos,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis sp._1590685546.jpg,Pomacentridae,Chromis,sp._1590685546.jpg,Chromis sp.,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon crossi_-1534695579.jpg,Pomacentridae,Neoglyphidodon,crossi_-1534695579.jpg,Neoglyphidodon crossi,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon nigroris_1143406529.jpg,Pomacentridae,Neoglyphidodon,nigroris_1143406529.jpg,Neoglyphidodon nigroris,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Stegastes_Stegastes altus_882606496.jpg,Pomacentridae,Stegastes,altus_882606496.jpg,Stegastes altus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus lepidogenys_168818500.jpg,Pomacentridae,Pomacentrus,lepidogenys_168818500.jpg,Pomacentrus lepidogenys,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon polyacanthus_1527178681.jpg,Pomacentridae,Neoglyphidodon,polyacanthus_1527178681.jpg,Neoglyphidodon polyacanthus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dascyllus_Dascyllus marginatus_-2021442839.jpg,Pomacentridae,Dascyllus,marginatus_-2021442839.jpg,Dascyllus marginatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis amboinensis_1137982827.jpg,Pomacentridae,Chromis,amboinensis_1137982827.jpg,Chromis amboinensis,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera springeri_-43527589.jpg,Pomacentridae,Chrysiptera,springeri_-43527589.jpg,Chrysiptera springeri,9.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon oxyodon_-1915976230.jpg,Pomacentridae,Neoglyphidodon,oxyodon_-1915976230.jpg,Neoglyphidodon oxyodon,6.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-667340795.jpg,Pomacentridae,Pomacentrus,sp._-667340795.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Abudefduf_Abudefduf notatus_-71258788.jpg,Pomacentridae,Abudefduf,notatus_-71258788.jpg,Abudefduf notatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neopomacentrus_Neopomacentrus cyanomos_-1308782154.jpg,Pomacentridae,Neopomacentrus,cyanomos_-1308782154.jpg,Neopomacentrus cyanomos,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus philippinus_-224705470.jpg,Pomacentridae,Pomacentrus,philippinus_-224705470.jpg,Pomacentrus philippinus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion polymnus_-762366084.jpg,Pomacentridae,Amphiprion,polymnus_-762366084.jpg,Amphiprion polymnus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis caudalis_-768899306.jpg,Pomacentridae,Chromis,caudalis_-768899306.jpg,Chromis caudalis,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-1898821614.jpg,Pomacentridae,Pomacentrus,sp._-1898821614.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis struhsakeri_391276910.jpg,Pomacentridae,Chromis,struhsakeri_391276910.jpg,Chromis struhsakeri,5.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neopomacentrus_Neopomacentrus azysron_-729855120.jpg,Pomacentridae,Neopomacentrus,azysron_-729855120.jpg,Neopomacentrus azysron,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera hemicyanea_721615620.jpg,Pomacentridae,Chrysiptera,hemicyanea_721615620.jpg,Chrysiptera hemicyanea,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon sp._-1011182804.jpg,Pomacentridae,Amblyglyphidodon,sp._-1011182804.jpg,Amblyglyphidodon sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus aquilus_-1260190095.jpg,Pomacentridae,Pomacentrus,aquilus_-1260190095.jpg,Pomacentrus aquilus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Stegastes_Stegastes fasciolatus_-1963361511.jpg,Pomacentridae,Stegastes,fasciolatus_-1963361511.jpg,Stegastes fasciolatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera unimaculata_-1669699898.jpg,Pomacentridae,Chrysiptera,unimaculata_-1669699898.jpg,Chrysiptera unimaculata,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion polymnus_570829005.jpg,Pomacentridae,Amphiprion,polymnus_570829005.jpg,Amphiprion polymnus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera unimaculata_-2037181224.jpg,Pomacentridae,Chrysiptera,unimaculata_-2037181224.jpg,Chrysiptera unimaculata,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._1793405171.jpg,Pomacentridae,Pomacentrus,sp._1793405171.jpg,Pomacentrus sp.,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Stegastes_Stegastes emeryi_-283929283.jpg,Pomacentridae,Stegastes,emeryi_-283929283.jpg,Stegastes emeryi,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dischistodus_Dischistodus chrysopoecilus_-938968198.jpg,Pomacentridae,Dischistodus,chrysopoecilus_-938968198.jpg,Dischistodus chrysopoecilus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-1402738753.jpg,Pomacentridae,Pomacentrus,sp._-1402738753.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Plectroglyphidodon_Plectroglyphidodon johnstonianus_481092003.jpg,Pomacentridae,Plectroglyphidodon,johnstonianus_481092003.jpg,Plectroglyphidodon johnstonianus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus indicus_1628499801.jpg,Pomacentridae,Pomacentrus,indicus_1628499801.jpg,Pomacentrus indicus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera cyanea_1545983549.jpg,Pomacentridae,Chrysiptera,cyanea_1545983549.jpg,Chrysiptera cyanea,9.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion clarkii_886881988.jpg,Pomacentridae,Amphiprion,clarkii_886881988.jpg,Amphiprion clarkii,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion allardi_-634273221.jpg,Pomacentridae,Amphiprion,allardi_-634273221.jpg,Amphiprion allardi,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis cinerascens_-985688357.jpg,Pomacentridae,Chromis,cinerascens_-985688357.jpg,Chromis cinerascens,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon leucogaster_1330555395.jpg,Pomacentridae,Amblyglyphidodon,leucogaster_1330555395.jpg,Amblyglyphidodon leucogaster,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis agilis_602502845.jpg,Pomacentridae,Chromis,agilis_602502845.jpg,Chromis agilis,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neopomacentrus_Neopomacentrus filamentosus_2046566655.jpg,Pomacentridae,Neopomacentrus,filamentosus_2046566655.jpg,Neopomacentrus filamentosus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion ocellaris_337723279.jpg,Pomacentridae,Amphiprion,ocellaris_337723279.jpg,Amphiprion ocellaris,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion clarkii_1703109670.jpg,Pomacentridae,Amphiprion,clarkii_1703109670.jpg,Amphiprion clarkii,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dischistodus_Dischistodus prosopotaenia_436973415.jpg,Pomacentridae,Dischistodus,prosopotaenia_436973415.jpg,Dischistodus prosopotaenia,7.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis nigrura_-1743422396.jpg,Pomacentridae,Chromis,nigrura_-1743422396.jpg,Chromis nigrura,5.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus stigma_1441557007.jpg,Pomacentridae,Pomacentrus,stigma_1441557007.jpg,Pomacentrus stigma,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Parma_Parma polylepis_-938440907.jpg,Pomacentridae,Parma,polylepis_-938440907.jpg,Parma polylepis,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon sp._-564409543.jpg,Pomacentridae,Neoglyphidodon,sp._-564409543.jpg,Neoglyphidodon sp.,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus grammorhynchus_1483725752.jpg,Pomacentridae,Pomacentrus,grammorhynchus_1483725752.jpg,Pomacentrus grammorhynchus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion melanopus_-1674110693.jpg,Pomacentridae,Amphiprion,melanopus_-1674110693.jpg,Amphiprion melanopus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-321344006.jpg,Pomacentridae,Pomacentrus,sp._-321344006.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion tricinctus_-493184513.jpg,Pomacentridae,Amphiprion,tricinctus_-493184513.jpg,Amphiprion tricinctus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus milleri_-314043330.jpg,Pomacentridae,Pomacentrus,milleri_-314043330.jpg,Pomacentrus milleri,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dascyllus_Dascyllus carneus_602592862.jpg,Pomacentridae,Dascyllus,carneus_602592862.jpg,Dascyllus carneus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis analis_1658112126.jpg,Pomacentridae,Chromis,analis_1658112126.jpg,Chromis analis,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus bankanensis_-1706416670.jpg,Pomacentridae,Pomacentrus,bankanensis_-1706416670.jpg,Pomacentrus bankanensis,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion clarkii_280473515.jpg,Pomacentridae,Amphiprion,clarkii_280473515.jpg,Amphiprion clarkii,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Abudefduf_Abudefduf bengalensis_1058111492.jpg,Pomacentridae,Abudefduf,bengalensis_1058111492.jpg,Abudefduf bengalensis,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._774244795.jpg,Pomacentridae,Pomacentrus,sp._774244795.jpg,Pomacentrus sp.,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Abudefduf_Abudefduf vaigiensis_612109850.jpg,Pomacentridae,Abudefduf,vaigiensis_612109850.jpg,Abudefduf vaigiensis,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis dispilus_-1056857479.jpg,Pomacentridae,Chromis,dispilus_-1056857479.jpg,Chromis dispilus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion nigripes_2001931347.jpg,Pomacentridae,Amphiprion,nigripes_2001931347.jpg,Amphiprion nigripes,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomachromis_Pomachromis exilis_1904055946.jpg,Pomacentridae,Pomachromis,exilis_1904055946.jpg,Pomachromis exilis,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis sp._1290719149.jpg,Pomacentridae,Chromis,sp._1290719149.jpg,Chromis sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Abudefduf_Abudefduf margariteus_-609560496.jpg,Pomacentridae,Abudefduf,margariteus_-609560496.jpg,Abudefduf margariteus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis acares_-1004642889.jpg,Pomacentridae,Chromis,acares_-1004642889.jpg,Chromis acares,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Abudefduf_Abudefduf bengalensis_-1139337035.jpg,Pomacentridae,Abudefduf,bengalensis_-1139337035.jpg,Abudefduf bengalensis,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neopomacentrus_Neopomacentrus filamentosus_2075584212.jpg,Pomacentridae,Neopomacentrus,filamentosus_2075584212.jpg,Neopomacentrus filamentosus,5.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dischistodus_Dischistodus prosopotaenia_-538464752.jpg,Pomacentridae,Dischistodus,prosopotaenia_-538464752.jpg,Dischistodus prosopotaenia,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus bankanensis_649306885.jpg,Pomacentridae,Pomacentrus,bankanensis_649306885.jpg,Pomacentrus bankanensis,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon bonang_755345439.jpg,Pomacentridae,Neoglyphidodon,bonang_755345439.jpg,Neoglyphidodon bonang,0.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neopomacentrus_Neopomacentrus anabatoides_9337842.jpg,Pomacentridae,Neopomacentrus,anabatoides_9337842.jpg,Neopomacentrus anabatoides,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis xanthura_1859758157.jpg,Pomacentridae,Chromis,xanthura_1859758157.jpg,Chromis xanthura,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis alpha_-1341265867.jpg,Pomacentridae,Chromis,alpha_-1341265867.jpg,Chromis alpha,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon nigroris_-2067877172.jpg,Pomacentridae,Neoglyphidodon,nigroris_-2067877172.jpg,Neoglyphidodon nigroris,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Stegastes_Stegastes insularis_-1318519554.jpg,Pomacentridae,Stegastes,insularis_-1318519554.jpg,Stegastes insularis,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Plectroglyphidodon_Plectroglyphidodon lacrymatus_-163837418.jpg,Pomacentridae,Plectroglyphidodon,lacrymatus_-163837418.jpg,Plectroglyphidodon lacrymatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-1683755473.jpg,Pomacentridae,Pomacentrus,sp._-1683755473.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus simsiang_1448695133.jpg,Pomacentridae,Pomacentrus,simsiang_1448695133.jpg,Pomacentrus simsiang,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dischistodus_Dischistodus fasciatus_-239176136.jpg,Pomacentridae,Dischistodus,fasciatus_-239176136.jpg,Dischistodus fasciatus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neopomacentrus_Neopomacentrus nemurus_-561789769.jpg,Pomacentridae,Neopomacentrus,nemurus_-561789769.jpg,Neopomacentrus nemurus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis alpha_-1774276497.jpg,Pomacentridae,Chromis,alpha_-1774276497.jpg,Chromis alpha,10.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Stegastes_Stegastes fasciolatus_2093353402.jpg,Pomacentridae,Stegastes,fasciolatus_2093353402.jpg,Stegastes fasciolatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus bankanensis_1164735892.jpg,Pomacentridae,Pomacentrus,bankanensis_1164735892.jpg,Pomacentrus bankanensis,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis flavomaculata_258436171.jpg,Pomacentridae,Chromis,flavomaculata_258436171.jpg,Chromis flavomaculata,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Neoglyphidodon_Neoglyphidodon sp._-226546477.jpg,Pomacentridae,Neoglyphidodon,sp._-226546477.jpg,Neoglyphidodon sp.,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus alexanderae_-935407239.jpg,Pomacentridae,Pomacentrus,alexanderae_-935407239.jpg,Pomacentrus alexanderae,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis abyssicola_607281440.jpg,Pomacentridae,Chromis,abyssicola_607281440.jpg,Chromis abyssicola,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Plectroglyphidodon_Plectroglyphidodon leucozonus_1511633793.jpg,Pomacentridae,Plectroglyphidodon,leucozonus_1511633793.jpg,Plectroglyphidodon leucozonus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus melanochir_1140409232.jpg,Pomacentridae,Pomacentrus,melanochir_1140409232.jpg,Pomacentrus melanochir,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus caeruleus_1559658103.jpg,Pomacentridae,Pomacentrus,caeruleus_1559658103.jpg,Pomacentrus caeruleus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera traceyi_-1729822162.jpg,Pomacentridae,Chrysiptera,traceyi_-1729822162.jpg,Chrysiptera traceyi,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion clarkii_-769502574.jpg,Pomacentridae,Amphiprion,clarkii_-769502574.jpg,Amphiprion clarkii,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus nigromanus_-159714262.jpg,Pomacentridae,Pomacentrus,nigromanus_-159714262.jpg,Pomacentrus nigromanus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera caeruleolineata_-427192009.jpg,Pomacentridae,Chrysiptera,caeruleolineata_-427192009.jpg,Chrysiptera caeruleolineata,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dascyllus_Dascyllus trimaculatus_2047266273.jpg,Pomacentridae,Dascyllus,trimaculatus_2047266273.jpg,Dascyllus trimaculatus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion chrysopterus_743746360.jpg,Pomacentridae,Amphiprion,chrysopterus_743746360.jpg,Amphiprion chrysopterus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus aquilus_970312835.jpg,Pomacentridae,Pomacentrus,aquilus_970312835.jpg,Pomacentrus aquilus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion rubrocinctus_-264849592.jpg,Pomacentridae,Amphiprion,rubrocinctus_-264849592.jpg,Amphiprion rubrocinctus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis elerae_1590735893.jpg,Pomacentridae,Chromis,elerae_1590735893.jpg,Chromis elerae,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis vanderbilti_1716419674.jpg,Pomacentridae,Chromis,vanderbilti_1716419674.jpg,Chromis vanderbilti,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis weberi_-1778637916.jpg,Pomacentridae,Chromis,weberi_-1778637916.jpg,Chromis weberi,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis elerae_-2131295004.jpg,Pomacentridae,Chromis,elerae_-2131295004.jpg,Chromis elerae,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Abudefduf_Abudefduf sordidus_-1323881726.jpg,Pomacentridae,Abudefduf,sordidus_-1323881726.jpg,Abudefduf sordidus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon sp._-150640963.jpg,Pomacentridae,Amblyglyphidodon,sp._-150640963.jpg,Amblyglyphidodon sp.,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion melanopus_-1693247540.jpg,Pomacentridae,Amphiprion,melanopus_-1693247540.jpg,Amphiprion melanopus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus aquilus_-353261602.jpg,Pomacentridae,Pomacentrus,aquilus_-353261602.jpg,Pomacentrus aquilus,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dascyllus_Dascyllus flavicaudus_-1532273732.jpg,Pomacentridae,Dascyllus,flavicaudus_-1532273732.jpg,Dascyllus flavicaudus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dischistodus_Dischistodus chrysopoecilus_1190307325.jpg,Pomacentridae,Dischistodus,chrysopoecilus_1190307325.jpg,Dischistodus chrysopoecilus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._-264465823.jpg,Pomacentridae,Pomacentrus,sp._-264465823.jpg,Pomacentrus sp.,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion chrysopterus_788129533.jpg,Pomacentridae,Amphiprion,chrysopterus_788129533.jpg,Amphiprion chrysopterus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amphiprion_Amphiprion tricinctus_-2142753836.jpg,Pomacentridae,Amphiprion,tricinctus_-2142753836.jpg,Amphiprion tricinctus,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Amblyglyphidodon_Amblyglyphidodon curacao_-82284559.jpg,Pomacentridae,Amblyglyphidodon,curacao_-82284559.jpg,Amblyglyphidodon curacao,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus amboinensis_604502194.jpg,Pomacentridae,Pomacentrus,amboinensis_604502194.jpg,Pomacentrus amboinensis,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chromis_Chromis hanui_1666270057.jpg,Pomacentridae,Chromis,hanui_1666270057.jpg,Chromis hanui,3.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Dascyllus_Dascyllus flavicaudus_696911885.jpg,Pomacentridae,Dascyllus,flavicaudus_696911885.jpg,Dascyllus flavicaudus,2.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Chrysiptera_Chrysiptera traceyi_-977881577.jpg,Pomacentridae,Chrysiptera,traceyi_-977881577.jpg,Chrysiptera traceyi,14.0
/Users/shawn/Developer/randall_interested_edited/Pomacentridae/Pomacentrus_Pomacentrus sp._192016098.jpg,Pomacentridae,Pomacentrus,sp._192016098.jpg,Pomacentrus sp.,2.0
